time_entry,time_exit,symbol,side,entry,exit,pnl_pct,reason,profile_run,risk_perc_run,R_multiple,account_pnl_pct,account_pnl_usd,equity_before,equity_after,qty,notional_usd,time_limit_applied,time_limit_minutes,unrealized_pct_at_90m,be_armed,leg,leg_fraction
2025-08-15 22:58:59,2025-08-16 00:30:59,CYBER/USDT:USDT,LONG,2.419000,2.419000,0.0000,ExitD_TimeMax_BE,SAFE,100.00,0.0000,0.0000,0.00,10000.00,10000.00,68898.994075,166666.67,True,90,,False,FULL,1.00
2025-08-16 00:31:59,2025-08-16 02:01:59,CYBER/USDT:USDT,LONG,2.420000,2.420000,0.0000,ExitD_TimeMax_BE,SAFE,100.00,0.0000,0.0000,0.00,10000.00,10000.00,68870.523416,166666.67,True,90,,False,FULL,1.00
2025-08-16 02:02:59,2025-08-16 03:32:59,CYBER/USDT:USDT,LONG,2.411000,2.423000,0.4977,ExitD_TimeMax_Profit,SAFE,100.00,0.0830,8.2953,829.53,10000.00,10829.53,69127.609567,166666.67,True,90,,False,FULL,1.00
2025-08-16 03:33:59,2025-08-16 05:03:59,CYBER/USDT:USDT,LONG,2.421000,2.421000,0.0000,ExitD_TimeMax_BE,SAFE,100.00,0.0000,0.0000,0.00,10829.53,10829.53,74552.742082,180492.19,True,90,,False,FULL,1.00
2025-08-16 05:04:59,2025-08-16 06:34:59,CYBER/USDT:USDT,LONG,2.407000,2.407000,0.0000,ExitD_TimeMax_BE,SAFE,100.00,0.0000,0.0000,0.00,10829.53,10829.53,74986.368334,180492.19,True,90,,False,FULL,1.00
2025-08-16 06:35:59,2025-08-16 08:05:59,CYBER/USDT:USDT,LONG,2.396000,2.421000,1.0434,ExitD_TimeMax_Profit,SAFE,100.00,0.1739,17.3901,1883.27,10829.53,12712.80,75330.629624,180492.19,True,90,,False,FULL,1.00
2025-08-16 08:06:59,2025-08-16 09:37:59,CYBER/USDT:USDT,LONG,2.428000,2.428000,0.0000,ExitD_TimeMax_BE,SAFE,100.00,0.0000,0.0000,0.00,12712.80,12712.80,87265.218667,211879.95,True,90,,False,FULL,1.00
2025-08-16 09:38:59,2025-08-16 11:08:59,CYBER/USDT:USDT,LONG,2.425000,2.425000,0.0000,ExitD_TimeMax_BE,SAFE,100.00,0.0000,0.0000,0.00,12712.80,12712.80,87373.175639,211879.95,True,90,,False,FULL,1.00
2025-08-16 11:09:59,2025-08-16 12:39:59,CYBER/USDT:USDT,LONG,2.402000,2.402000,0.0000,ExitD_TimeMax_BE,SAFE,100.00,0.0000,0.0000,0.00,12712.80,12712.80,88209.804714,211879.95,True,90,,False,FULL,1.00
2025-08-16 12:40:59,2025-08-16 14:10:59,CYBER/USDT:USDT,LONG,2.394000,2.394000,0.0000,ExitD_TimeMax_BE,SAFE,100.00,0.0000,0.0000,0.00,12712.80,12712.80,88504.574321,211879.95,True,90,,False,FULL,1.00
2025-08-16 14:11:59,2025-08-16 15:41:59,CYBER/USDT:USDT,LONG,2.369000,2.386000,0.7176,ExitD_TimeMax_Profit,SAFE,100.00,0.1196,11.9600,1520.46,12712.80,14233.25,89438.560964,211879.95,True,90,,False,FULL,1.00
2025-08-16 15:42:59,2025-08-16 17:12:59,CYBER/USDT:USDT,LONG,2.386000,2.386000,0.0000,ExitD_TimeMax_BE,SAFE,100.00,0.0000,0.0000,0.00,14233.25,14233.25,99421.993516,237220.88,True,90,,False,FULL,1.00
2025-08-16 17:13:59,2025-08-16 18:43:59,CYBER/USDT:USDT,LONG,2.373000,2.415000,1.7699,ExitD_TimeMax_Profit,SAFE,100.00,0.2950,29.4985,4198.60,14233.25,18431.85,99966.656776,237220.88,True,90,,False,FULL,1.00
2025-08-16 18:44:59,2025-08-16 20:14:59,CYBER/USDT:USDT,LONG,2.407000,2.407000,0.0000,ExitD_TimeMax_BE,SAFE,100.00,0.0000,0.0000,0.00,18431.85,18431.85,127626.728822,307197.54,True,90,,False,FULL,1.00
2025-08-16 20:15:59,2025-08-16 21:45:59,CYBER/USDT:USDT,LONG,2.402000,2.429000,1.1241,ExitD_TimeMax_Profit,SAFE,100.00,0.1873,18.7344,3453.09,18431.85,21884.95,127892.396450,307197.54,True,90,,False,FULL,1.00
2025-08-16 21:46:59,2025-08-16 23:16:59,CYBER/USDT:USDT,LONG,2.429000,2.435000,0.2470,ExitD_TimeMax_Profit,SAFE,100.00,0.0412,4.1169,900.99,21884.95,22785.93,150164.312341,364749.11,True,90,,False,FULL,1.00
2025-08-16 23:17:59,2025-08-17 00:49:59,CYBER/USDT:USDT,LONG,2.436000,2.454000,0.7389,ExitD_TimeMax_Profit,SAFE,100.00,0.1232,12.3153,2806.15,22785.93,25592.08,155897.186334,379765.55,True,90,,False,FULL,1.00
2025-08-17 00:50:59,2025-08-17 02:20:59,CYBER/USDT:USDT,LONG,2.453000,2.608000,6.3188,ExitD_TimeMax_Profit,SAFE,100.00,1.0531,105.3132,26951.85,25592.08,52543.93,173882.878846,426534.70,True,90,,False,FULL,1.00
2025-08-17 02:21:59,2025-08-17 03:51:59,CYBER/USDT:USDT,LONG,2.597000,2.597000,0.0000,ExitD_TimeMax_BE,SAFE,100.00,0.0000,0.0000,0.00,52543.93,52543.93,337209.140867,875732.14,True,90,,False,FULL,1.00
2025-08-17 03:52:59,2025-08-17 05:22:59,CYBER/USDT:USDT,LONG,2.530000,2.543000,0.5138,ExitD_TimeMax_Profit,SAFE,100.00,0.0856,8.5639,4499.81,52543.93,57043.74,346139.185309,875732.14,True,90,,False,FULL,1.00
2025-08-17 05:23:59,2025-08-17 06:53:59,CYBER/USDT:USDT,LONG,2.544000,2.579000,1.3758,ExitD_TimeMax_Profit,SAFE,100.00,0.2293,22.9298,13080.00,57043.74,70123.74,373714.214746,950728.96,True,90,,False,FULL,1.00
2025-08-17 06:54:59,2025-08-17 08:24:59,CYBER/USDT:USDT,LONG,2.576000,2.682000,4.1149,ExitD_TimeMax_Profit,SAFE,100.00,0.6858,68.5818,48092.11,70123.74,118215.84,453699.115262,1168728.92,True,90,,False,FULL,1.00
2025-08-17 08:25:59,2025-08-17 09:55:59,CYBER/USDT:USDT,LONG,2.680000,2.680000,0.0000,ExitD_TimeMax_BE,SAFE,100.00,0.0000,0.0000,0.00,118215.84,118215.84,735173.143487,1970264.02,True,90,,False,FULL,1.00
2025-08-17 09:56:59,2025-08-17 13:26:59,CYBER/USDT:USDT,LONG,2.667000,2.987040,12.0000,ExitC_TP2,SAFE,100.00,2.0000,134.0000,158409.23,118215.84,276625.07,494966.965297,1320076.90,False,90,,False,TP2,0.67
2025-08-17 13:27:59,2025-08-17 14:57:59,CYBER/USDT:USDT,LONG,2.968000,2.968000,0.0000,ExitD_TimeMax_BE,SAFE,100.00,0.0000,0.0000,0.00,276625.07,276625.07,1553375.275417,4610417.82,True,90,,False,FULL,1.00
2025-08-17 14:58:59,2025-08-17 16:28:59,CYBER/USDT:USDT,LONG,2.840000,2.840000,0.0000,ExitD_TimeMax_BE,SAFE,100.00,0.0000,0.0000,0.00,276625.07,276625.07,1623386.555436,4610417.82,True,90,,False,FULL,1.00
2025-08-17 16:29:59,2025-08-17 17:59:59,CYBER/USDT:USDT,LONG,2.807000,2.807000,0.0000,ExitD_TimeMax_BE,SAFE,100.00,0.0000,0.0000,0.00,276625.07,276625.07,1642471.612910,4610417.82,True,90,,False,FULL,1.00
2025-08-17 18:00:59,2025-08-17 19:30:59,CYBER/USDT:USDT,LONG,2.799000,2.816000,0.6074,ExitD_TimeMax_Profit,SAFE,100.00,0.1012,10.1227,28001.82,276625.07,304626.89,1647166.065537,4610417.82,True,90,,False,FULL,1.00
2025-08-17 19:31:59,2025-08-17 21:01:59,CYBER/USDT:USDT,LONG,2.809000,2.835000,0.9256,ExitD_TimeMax_Profit,SAFE,100.00,0.1543,15.4266,46993.59,304626.89,351620.48,1807445.663702,5077114.87,True,90,,False,FULL,1.00
2025-08-17 21:02:59,2025-08-17 22:32:59,CYBER/USDT:USDT,LONG,2.837000,2.841000,0.1410,ExitD_TimeMax_Profit,SAFE,100.00,0.0235,2.3499,8262.73,351620.48,359883.21,2065682.525066,5860341.32,True,90,,False,FULL,1.00
2025-08-17 22:33:59,2025-08-18 00:03:59,CYBER/USDT:USDT,LONG,2.844000,2.844000,0.0000,ExitD_TimeMax_BE,SAFE,100.00,0.0000,0.0000,0.00,359883.21,359883.21,2109020.215172,5998053.49,True,90,,False,FULL,1.00
2025-08-18 00:04:59,2025-08-18 01:34:59,CYBER/USDT:USDT,LONG,2.801000,2.836000,1.2496,ExitD_TimeMax_Profit,SAFE,100.00,0.2083,20.8259,74948.90,359883.21,434832.11,2141397.176704,5998053.49,True,90,,False,FULL,1.00
2025-08-18 01:35:59,2025-08-18 02:51:59,CYBER/USDT:USDT,LONG,2.833000,2.663020,-6.0000,ExitA_SL,SAFE,100.00,-1.0000,-100.0000,-434832.11,434832.11,-0.00,2558136.902586,7247201.85,False,90,,False,FULL,1.00
2025-08-18 02:52:59,2025-08-18 04:22:59,CYBER/USDT:USDT,LONG,2.653000,2.653000,0.0000,ExitD_TimeMax_BE,SAFE,100.00,0.0000,0.0000,-0.00,-0.00,-0.00,-0.000000,-0.00,True,90,,False,FULL,1.00
2025-08-18 04:23:59,2025-08-18 05:53:59,CYBER/USDT:USDT,LONG,2.629000,2.629000,0.0000,ExitD_TimeMax_BE,SAFE,100.00,0.0000,0.0000,-0.00,-0.00,-0.00,-0.000000,-0.00,True,90,,False,FULL,1.00
2025-08-18 05:54:59,2025-08-18 07:24:59,CYBER/USDT:USDT,LONG,2.597000,2.597000,0.0000,ExitD_TimeMax_BE,SAFE,100.00,0.0000,0.0000,-0.00,-0.00,-0.00,-0.000000,-0.00,True,90,,False,FULL,1.00
2025-08-18 07:25:59,2025-08-18 08:55:59,CYBER/USDT:USDT,LONG,2.546000,2.579000,1.2962,ExitD_TimeMax_Profit,SAFE,100.00,0.2160,21.6025,-0.00,-0.00,-0.00,-0.000000,-0.00,True,90,,False,FULL,1.00
2025-08-18 08:56:59,2025-08-18 10:26:59,CYBER/USDT:USDT,LONG,2.581000,2.595000,0.5424,ExitD_TimeMax_Profit,SAFE,100.00,0.0904,9.0404,-0.00,-0.00,-0.00,-0.000000,-0.00,True,90,,False,FULL,1.00
2025-08-18 10:27:59,2025-08-18 11:57:59,CYBER/USDT:USDT,LONG,2.590000,2.590000,0.0000,ExitD_TimeMax_BE,SAFE,100.00,0.0000,0.0000,-0.00,-0.00,-0.00,-0.000000,-0.00,True,90,,False,FULL,1.00
2025-08-18 11:58:59,2025-08-18 13:28:59,CYBER/USDT:USDT,LONG,2.556000,2.586000,1.1737,ExitD_TimeMax_Profit,SAFE,100.00,0.1956,19.5618,-0.00,-0.00,-0.00,-0.000000,-0.00,True,90,,False,FULL,1.00
2025-08-18 13:29:59,2025-08-18 14:59:59,CYBER/USDT:USDT,LONG,2.585000,2.585000,0.0000,ExitD_TimeMax_BE,SAFE,100.00,0.0000,0.0000,-0.00,-0.00,-0.00,-0.000000,-0.00,True,90,,False,FULL,1.00
2025-08-18 15:00:59,2025-08-18 16:30:59,CYBER/USDT:USDT,LONG,2.565000,2.565000,0.0000,ExitD_TimeMax_BE,SAFE,100.00,0.0000,0.0000,-0.00,-0.00,-0.00,-0.000000,-0.00,True,90,,False,FULL,1.00
2025-08-18 16:31:59,2025-08-18 18:01:59,CYBER/USDT:USDT,LONG,2.520000,2.531000,0.4365,ExitD_TimeMax_Profit,SAFE,100.00,0.0728,7.2751,-0.00,-0.00,-0.00,-0.000000,-0.00,True,90,,False,FULL,1.00
2025-08-18 18:02:59,2025-08-18 19:32:59,CYBER/USDT:USDT,LONG,2.528000,2.528000,0.0000,ExitD_TimeMax_BE,SAFE,100.00,0.0000,0.0000,-0.00,-0.00,-0.00,-0.000000,-0.00,True,90,,False,FULL,1.00
2025-08-18 19:33:59,2025-08-18 21:03:59,CYBER/USDT:USDT,LONG,2.511000,2.511000,0.0000,ExitD_TimeMax_BE,SAFE,100.00,0.0000,0.0000,-0.00,-0.00,-0.00,-0.000000,-0.00,True,90,,False,FULL,1.00
2025-08-18 21:04:59,2025-08-18 22:34:59,CYBER/USDT:USDT,LONG,2.505000,2.556000,2.0359,ExitD_TimeMax_Profit,SAFE,100.00,0.3393,33.9321,-0.00,-0.00,-0.00,-0.000000,-0.00,True,90,,False,FULL,1.00
2025-08-18 22:35:59,2025-08-19 00:05:59,CYBER/USDT:USDT,LONG,2.554000,2.554000,0.0000,ExitD_TimeMax_BE,SAFE,100.00,0.0000,0.0000,-0.00,-0.00,-0.00,-0.000000,-0.00,True,90,,False,FULL,1.00
2025-08-19 00:06:59,2025-08-19 01:36:59,CYBER/USDT:USDT,LONG,2.491000,2.491000,0.0000,ExitD_TimeMax_BE,SAFE,100.00,0.0000,0.0000,-0.00,-0.00,-0.00,-0.000000,-0.00,True,90,,False,FULL,1.00
2025-08-19 01:37:59,2025-08-19 03:07:59,CYBER/USDT:USDT,LONG,2.446000,2.446000,0.0000,ExitD_TimeMax_BE,SAFE,100.00,0.0000,0.0000,-0.00,-0.00,-0.00,-0.000000,-0.00,True,90,,False,FULL,1.00
2025-08-19 03:08:59,2025-08-19 04:38:59,CYBER/USDT:USDT,LONG,2.397000,2.397000,0.0000,ExitD_TimeMax_BE,SAFE,100.00,0.0000,0.0000,-0.00,-0.00,-0.00,-0.000000,-0.00,True,90,,False,FULL,1.00
2025-08-19 04:39:59,2025-08-19 06:09:59,CYBER/USDT:USDT,LONG,2.387000,2.387000,0.0000,ExitD_TimeMax_BE,SAFE,100.00,0.0000,0.0000,-0.00,-0.00,-0.00,-0.000000,-0.00,True,90,,False,FULL,1.00
2025-08-19 06:10:59,2025-08-19 07:40:59,CYBER/USDT:USDT,LONG,2.382000,2.382000,0.0000,ExitD_TimeMax_BE,SAFE,100.00,0.0000,0.0000,-0.00,-0.00,-0.00,-0.000000,-0.00,True,90,,False,FULL,1.00
2025-08-19 07:41:59,2025-08-19 09:11:59,CYBER/USDT:USDT,LONG,2.377000,2.377000,0.0000,ExitD_TimeMax_BE,SAFE,100.00,0.0000,0.0000,-0.00,-0.00,-0.00,-0.000000,-0.00,True,90,,False,FULL,1.00
2025-08-19 09:12:59,2025-08-19 10:42:59,CYBER/USDT:USDT,LONG,2.319000,2.326000,0.3019,ExitD_TimeMax_Profit,SAFE,100.00,0.0503,5.0309,-0.00,-0.00,-0.00,-0.000000,-0.00,True,90,,False,FULL,1.00
2025-08-19 10:43:59,2025-08-19 12:13:59,CYBER/USDT:USDT,LONG,2.325000,2.334000,0.3871,ExitD_TimeMax_Profit,SAFE,100.00,0.0645,6.4516,-0.00,-0.00,-0.00,-0.000000,-0.00,True,90,,False,FULL,1.00
2025-08-19 12:14:59,2025-08-19 13:44:59,CYBER/USDT:USDT,LONG,2.332000,2.332000,0.0000,ExitD_TimeMax_BE,SAFE,100.00,0.0000,0.0000,-0.00,-0.00,-0.00,-0.000000,-0.00,True,90,,False,FULL,1.00
2025-08-19 13:45:59,2025-08-19 15:15:59,CYBER/USDT:USDT,LONG,2.305000,2.305000,0.0000,ExitD_TimeMax_BE,SAFE,100.00,0.0000,0.0000,-0.00,-0.00,-0.00,-0.000000,-0.00,True,90,,False,FULL,1.00
2025-08-19 15:16:59,2025-08-19 16:46:59,CYBER/USDT:USDT,LONG,2.274000,2.274000,0.0000,ExitD_TimeMax_BE,SAFE,100.00,0.0000,0.0000,-0.00,-0.00,-0.00,-0.000000,-0.00,True,90,,False,FULL,1.00
2025-08-19 16:47:59,2025-08-19 18:17:59,CYBER/USDT:USDT,LONG,2.255000,2.278000,1.0200,ExitD_TimeMax_Profit,SAFE,100.00,0.1700,16.9993,-0.00,-0.00,-0.00,-0.000000,-0.00,True,90,,False,FULL,1.00
2025-08-19 18:18:59,2025-08-19 19:48:59,CYBER/USDT:USDT,LONG,2.283000,2.283000,0.0000,ExitD_TimeMax_BE,SAFE,100.00,0.0000,0.0000,-0.00,-0.00,-0.00,-0.000000,-0.00,True,90,,False,FULL,1.00
2025-08-19 19:49:59,2025-08-19 21:19:59,CYBER/USDT:USDT,LONG,2.280000,2.280000,0.0000,ExitD_TimeMax_BE,SAFE,100.00,0.0000,0.0000,-0.00,-0.00,-0.00,-0.000000,-0.00,True,90,,False,FULL,1.00
2025-08-19 21:20:59,2025-08-19 22:50:59,CYBER/USDT:USDT,LONG,2.254000,2.254000,0.0000,ExitD_TimeMax_BE,SAFE,100.00,0.0000,0.0000,-0.00,-0.00,-0.00,-0.000000,-0.00,True,90,,False,FULL,1.00
2025-08-19 22:51:59,2025-08-20 00:21:59,CYBER/USDT:USDT,LONG,2.244000,2.244000,0.0000,ExitD_TimeMax_BE,SAFE,100.00,0.0000,0.0000,-0.00,-0.00,-0.00,-0.000000,-0.00,True,90,,False,FULL,1.00
2025-08-20 00:22:59,2025-08-20 01:52:59,CYBER/USDT:USDT,LONG,2.235000,2.240000,0.2237,ExitD_TimeMax_Profit,SAFE,100.00,0.0373,3.7286,-0.00,-0.00,-0.00,-0.000000,-0.00,True,90,,False,FULL,1.00
2025-08-20 01:53:59,2025-08-20 03:23:59,CYBER/USDT:USDT,LONG,2.241000,2.248000,0.3124,ExitD_TimeMax_Profit,SAFE,100.00,0.0521,5.2060,-0.00,-0.00,-0.00,-0.000000,-0.00,True,90,,False,FULL,1.00
2025-08-20 03:24:59,2025-08-20 04:54:59,CYBER/USDT:USDT,LONG,2.252000,2.252000,0.0000,ExitD_TimeMax_BE,SAFE,100.00,0.0000,0.0000,-0.00,-0.00,-0.00,-0.000000,-0.00,True,90,,False,FULL,1.00
2025-08-20 04:55:59,2025-08-20 06:28:59,CYBER/USDT:USDT,LONG,2.237000,2.237000,0.0000,ExitD_TimeMax_BE,SAFE,100.00,0.0000,0.0000,-0.00,-0.00,-0.00,-0.000000,-0.00,True,90,,False,FULL,1.00
2025-08-20 06:29:59,2025-08-20 07:59:59,CYBER/USDT:USDT,LONG,2.236000,2.236000,0.0000,ExitD_TimeMax_BE,SAFE,100.00,0.0000,0.0000,-0.00,-0.00,-0.00,-0.000000,-0.00,True,90,,False,FULL,1.00
2025-08-20 08:00:59,2025-08-20 09:30:59,CYBER/USDT:USDT,LONG,2.224000,2.237000,0.5845,ExitD_TimeMax_Profit,SAFE,100.00,0.0974,9.7422,-0.00,-0.00,-0.00,-0.000000,-0.00,True,90,,False,FULL,1.00
2025-08-20 09:31:59,2025-08-20 11:07:59,CYBER/USDT:USDT,LONG,2.234000,2.234000,0.0000,ExitD_TimeMax_BE,SAFE,100.00,0.0000,0.0000,-0.00,-0.00,-0.00,-0.000000,-0.00,True,90,,False,FULL,1.00
2025-08-20 11:08:59,2025-08-20 12:38:59,CYBER/USDT:USDT,LONG,2.232000,2.235000,0.1344,ExitD_TimeMax_Profit,SAFE,100.00,0.0224,2.2401,-0.00,-0.00,-0.00,-0.000000,-0.00,True,90,,False,FULL,1.00
2025-08-20 12:39:59,2025-08-20 14:09:59,CYBER/USDT:USDT,LONG,2.235000,2.235000,0.0000,ExitD_TimeMax_BE,SAFE,100.00,0.0000,0.0000,-0.00,-0.00,-0.00,-0.000000,-0.00,True,90,,False,FULL,1.00
